Date,Hospitalizations,retail_and_recreation_percent_change_from_baseline_11,grocery_and_pharmacy_percent_change_from_baseline_11,parks_percent_change_from_baseline_11,transit_stations_percent_change_from_baseline_11,workplaces_percent_change_from_baseline_11,residential_percent_change_from_baseline_11,retail_and_recreation_percent_change_from_baseline_10,grocery_and_pharmacy_percent_change_from_baseline_10,parks_percent_change_from_baseline_10,transit_stations_percent_change_from_baseline_10,workplaces_percent_change_from_baseline_10,residential_percent_change_from_baseline_10,retail_and_recreation_percent_change_from_baseline_9,grocery_and_pharmacy_percent_change_from_baseline_9,parks_percent_change_from_baseline_9,transit_stations_percent_change_from_baseline_9,workplaces_percent_change_from_baseline_9,residential_percent_change_from_baseline_9,retail_and_recreation_percent_change_from_baseline_8,grocery_and_pharmacy_percent_change_from_baseline_8,parks_percent_change_from_baseline_8,transit_stations_percent_change_from_baseline_8,workplaces_percent_change_from_baseline_8,residential_percent_change_from_baseline_8,retail_and_recreation_percent_change_from_baseline_7,grocery_and_pharmacy_percent_change_from_baseline_7,parks_percent_change_from_baseline_7,transit_stations_percent_change_from_baseline_7,workplaces_percent_change_from_baseline_7,residential_percent_change_from_baseline_7,retail_and_recreation_percent_change_from_baseline_6,grocery_and_pharmacy_percent_change_from_baseline_6,parks_percent_change_from_baseline_6,transit_stations_percent_change_from_baseline_6,workplaces_percent_change_from_baseline_6,residential_percent_change_from_baseline_6,retail_and_recreation_percent_change_from_baseline_5,grocery_and_pharmacy_percent_change_from_baseline_5,parks_percent_change_from_baseline_5,transit_stations_percent_change_from_baseline_5,workplaces_percent_change_from_baseline_5,residential_percent_change_from_baseline_5,X77808.t.influx,X77803.t.influx,X77802.t.influx,X77862.t.influx,X77801.t.influx,X77845.t.influx,X77859.t.influx,X77882.t.influx,X77836.t.influx,X77840.t.influx,X77807.t.influx,X77843.t.influx,X77805.t.influx,X77881.t.influx,X77866.t.influx,X77841.t.influx,X77844.t.influx,X77878.t.influx,X77838.t.influx,X77852.t.influx,X77879.t.influx,X77863.t.influx,X76629.t.influx,X77837.t.influx,X77856.t.influx,X77870.t.influx,X77867.t.influx,77808 _Population,77808 _0-14,77808 _15-39,77808 _40-59,77808 _60+,77808 _Pct.PublicTransport,77808 _Median_HouseHoldIncome,77808 _Pct.Household.w.Kids,77803 _Population,77803 _0-14,77803 _15-39,77803 _40-59,77803 _60+,77803 _Pct.PublicTransport,77803 _Median_HouseHoldIncome,77803 _Pct.Household.w.Kids,77802 _Population,77802 _0-14,77802 _15-39,77802 _40-59,77802 _60+,77802 _Pct.PublicTransport,77802 _Median_HouseHoldIncome,77802 _Pct.Household.w.Kids,77801 _Population,77801 _0-14,77801 _15-39,77801 _40-59,77801 _60+,77801 _Pct.PublicTransport,77801 _Median_HouseHoldIncome,77801 _Pct.Household.w.Kids,77845 _Population,77845 _0-14,77845 _15-39,77845 _40-59,77845 _60+,77845 _Pct.PublicTransport,77845 _Median_HouseHoldIncome,77845 _Pct.Household.w.Kids,77859 _Population,77859 _0-14,77859 _15-39,77859 _40-59,77859 _60+,77859 _Pct.PublicTransport,77859 _Median_HouseHoldIncome,77859 _Pct.Household.w.Kids,77836 _Population,77836 _0-14,77836 _15-39,77836 _40-59,77836 _60+,77836 _Pct.PublicTransport,77836 _Median_HouseHoldIncome,77836 _Pct.Household.w.Kids,77840 _Population,77840 _0-14,77840 _15-39,77840 _40-59,77840 _60+,77840 _Pct.PublicTransport,77840 _Median_HouseHoldIncome,77840 _Pct.Household.w.Kids,77807 _Population,77807 _0-14,77807 _15-39,77807 _40-59,77807 _60+,77807 _Pct.PublicTransport,77807 _Median_HouseHoldIncome,77807 _Pct.Household.w.Kids,77878 _Population,77878 _0-14,77878 _15-39,77878 _40-59,77878 _60+,77878 _Pct.PublicTransport,77878 _Median_HouseHoldIncome,77878 _Pct.Household.w.Kids,77879 _Population,77879 _0-14,77879 _15-39,77879 _40-59,77879 _60+,77879 _Pct.PublicTransport,77879 _Median_HouseHoldIncome,77879 _Pct.Household.w.Kids,76629 _Population,76629 _0-14,76629 _15-39,76629 _40-59,76629 _60+,76629 _Pct.PublicTransport,76629 _Median_HouseHoldIncome,76629 _Pct.Household.w.Kids,77837 _Population,77837 _0-14,77837 _15-39,77837 _40-59,77837 _60+,77837 _Pct.PublicTransport,77837 _Median_HouseHoldIncome,77837 _Pct.Household.w.Kids,77856 _Population,77856 _0-14,77856 _15-39,77856 _40-59,77856 _60+,77856 _Pct.PublicTransport,77856 _Median_HouseHoldIncome,77856 _Pct.Household.w.Kids,77867 _Population,77867 _0-14,77867 _15-39,77867 _40-59,77867 _60+,77867 _Pct.PublicTransport,77867 _Median_HouseHoldIncome,77867 _Pct.Household.w.Kids
5/13/20,16,-31,-8,11,-54,-45,20,-35,-15,NA,-31,-21,10,-36,-20,NA,-57,-31,10,-26,-14,NA,-50,-45,18,-25,-10,-9,-52,-46,17,-21,-8,NA,-44,-45,17,-26,-7,NA,-50,-45,17,859,1732,4327,1,564,8285,567,11,925,6040,642,216,29,0,0,1,19,72,5,5,202,13,153,63,444,2,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/14/20,15,-35,-15,NA,-31,-21,10,-36,-20,NA,-57,-31,10,-26,-14,NA,-50,-45,18,-25,-10,-9,-52,-46,17,-21,-8,NA,-44,-45,17,-26,-7,NA,-50,-45,17,-28,-6,0,-45,-42,18,819,1775,4303,3,584,10374,608,12,896,5986,644,190,12,2,2,1,24,62,7,2,238,12,134,77,363,0,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/15/20,15,-36,-20,NA,-57,-31,10,-26,-14,NA,-50,-45,18,-25,-10,-9,-52,-46,17,-21,-8,NA,-44,-45,17,-26,-7,NA,-50,-45,17,-28,-6,0,-45,-42,18,-28,-3,14,-33,-21,7,965,2061,4641,1,656,11595,603,7,931,7029,659,166,21,2,2,0,24,62,4,2,229,10,180,93,442,10,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/16/20,15,-26,-14,NA,-50,-45,18,-25,-10,-9,-52,-46,17,-21,-8,NA,-44,-45,17,-26,-7,NA,-50,-45,17,-28,-6,0,-45,-42,18,-28,-3,14,-33,-21,7,-31,-10,-18,-51,-24,5,696,1308,3767,0,432,7826,469,10,604,7011,520,68,12,2,0,0,11,25,5,1,206,26,161,99,250,5,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/17/20,13,-25,-10,-9,-52,-46,17,-21,-8,NA,-44,-45,17,-26,-7,NA,-50,-45,17,-28,-6,0,-45,-42,18,-28,-3,14,-33,-21,7,-31,-10,-18,-51,-24,5,-25,-15,NA,-47,-43,16,655,1209,3195,0,354,6278,497,10,563,5030,515,47,6,4,1,0,4,27,1,1,305,22,106,67,293,0,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/18/20,16,-21,-8,NA,-44,-45,17,-26,-7,NA,-50,-45,17,-28,-6,0,-45,-42,18,-28,-3,14,-33,-21,7,-31,-10,-18,-51,-24,5,-25,-15,NA,-47,-43,16,-32,-18,-36,-58,-45,18,860,1737,4516,0,598,6930,547,11,828,6117,625,230,24,1,2,0,18,53,6,6,175,9,114,63,419,5,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/19/20,12,-26,-7,NA,-50,-45,17,-28,-6,0,-45,-42,18,-28,-3,14,-33,-21,7,-31,-10,-18,-51,-24,5,-25,-15,NA,-47,-43,16,-32,-18,-36,-58,-45,18,-22,-6,6,-49,-43,16,918,1707,4507,3,562,6918,550,7,866,6047,606,206,44,2,1,1,17,67,2,5,161,11,169,60,548,4,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/20/20,13,-28,-6,0,-45,-42,18,-28,-3,14,-33,-21,7,-31,-10,-18,-51,-24,5,-25,-15,NA,-47,-43,16,-32,-18,-36,-58,-45,18,-22,-6,6,-49,-43,16,-27,-7,9,-58,-43,17,937,1873,4665,1,589,7252,580,12,896,6156,626,216,37,0,1,0,22,82,0,8,188,20,179,57,466,2,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/21/20,9,-28,-3,14,-33,-21,7,-31,-10,-18,-51,-24,5,-25,-15,NA,-47,-43,16,-32,-18,-36,-58,-45,18,-22,-6,6,-49,-43,16,-27,-7,9,-58,-43,17,-29,-8,-5,-53,-41,18,981,1966,4667,1,617,9223,683,8,877,6480,644,194,12,4,1,0,20,83,3,2,209,14,109,54,470,7,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/22/20,11,-31,-10,-18,-51,-24,5,-25,-15,NA,-47,-43,16,-32,-18,-36,-58,-45,18,-22,-6,6,-49,-43,16,-27,-7,9,-58,-43,17,-29,-8,-5,-53,-41,18,-35,-16,-30,-47,-24,11,1130,2035,5115,1,668,12922,710,9,994,8005,749,149,25,6,2,1,14,85,5,7,291,21,194,71,601,15,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/23/20,11,-25,-15,NA,-47,-43,16,-32,-18,-36,-58,-45,18,-22,-6,6,-49,-43,16,-27,-7,9,-58,-43,17,-29,-8,-5,-53,-41,18,-35,-16,-30,-47,-24,11,-31,-18,-11,-52,-22,9,876,1584,3871,0,577,11817,525,14,779,7374,599,91,7,1,1,0,3,73,4,3,286,30,101,118,333,9,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/24/20,12,-32,-18,-36,-58,-45,18,-22,-6,6,-49,-43,16,-27,-7,9,-58,-43,17,-29,-8,-5,-53,-41,18,-35,-16,-30,-47,-24,11,-31,-18,-11,-52,-22,9,-22,-12,NA,-51,-41,15,556,1045,3017,0,394,10505,400,7,498,5003,418,46,6,0,0,0,3,37,2,3,205,33,92,42,223,9,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/25/20,11,-22,-6,6,-49,-43,16,-27,-7,9,-58,-43,17,-29,-8,-5,-53,-41,18,-35,-16,-30,-47,-24,11,-31,-18,-11,-52,-22,9,-22,-12,NA,-51,-41,15,-22,-10,-1,-55,-41,15,658,1102,3327,1,444,11217,506,16,546,5883,468,54,5,0,0,0,5,52,1,3,177,18,73,48,261,1,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
5/26/20,6,-27,-7,9,-58,-43,17,-29,-8,-5,-53,-41,18,-35,-16,-30,-47,-24,11,-31,-18,-11,-52,-22,9,-22,-12,NA,-51,-41,15,-22,-10,-1,-55,-41,15,-19,-7,12,-44,-40,15,928,1838,4794,0,717,14995,611,6,902,6825,638,233,27,0,7,0,25,63,0,6,180,22,136,68,457,1,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
