Date,Hospitalizations,retail_and_recreation_percent_change_from_baseline_11,grocery_and_pharmacy_percent_change_from_baseline_11,parks_percent_change_from_baseline_11,transit_stations_percent_change_from_baseline_11,workplaces_percent_change_from_baseline_11,residential_percent_change_from_baseline_11,retail_and_recreation_percent_change_from_baseline_10,grocery_and_pharmacy_percent_change_from_baseline_10,parks_percent_change_from_baseline_10,transit_stations_percent_change_from_baseline_10,workplaces_percent_change_from_baseline_10,residential_percent_change_from_baseline_10,retail_and_recreation_percent_change_from_baseline_9,grocery_and_pharmacy_percent_change_from_baseline_9,parks_percent_change_from_baseline_9,transit_stations_percent_change_from_baseline_9,workplaces_percent_change_from_baseline_9,residential_percent_change_from_baseline_9,retail_and_recreation_percent_change_from_baseline_8,grocery_and_pharmacy_percent_change_from_baseline_8,parks_percent_change_from_baseline_8,transit_stations_percent_change_from_baseline_8,workplaces_percent_change_from_baseline_8,residential_percent_change_from_baseline_8,retail_and_recreation_percent_change_from_baseline_7,grocery_and_pharmacy_percent_change_from_baseline_7,parks_percent_change_from_baseline_7,transit_stations_percent_change_from_baseline_7,workplaces_percent_change_from_baseline_7,residential_percent_change_from_baseline_7,retail_and_recreation_percent_change_from_baseline_6,grocery_and_pharmacy_percent_change_from_baseline_6,parks_percent_change_from_baseline_6,transit_stations_percent_change_from_baseline_6,workplaces_percent_change_from_baseline_6,residential_percent_change_from_baseline_6,retail_and_recreation_percent_change_from_baseline_5,grocery_and_pharmacy_percent_change_from_baseline_5,parks_percent_change_from_baseline_5,transit_stations_percent_change_from_baseline_5,workplaces_percent_change_from_baseline_5,residential_percent_change_from_baseline_5,X77808.t.influx,X77803.t.influx,X77802.t.influx,X77862.t.influx,X77801.t.influx,X77845.t.influx,X77859.t.influx,X77882.t.influx,X77836.t.influx,X77840.t.influx,X77807.t.influx,X77843.t.influx,X77805.t.influx,X77881.t.influx,X77866.t.influx,X77841.t.influx,X77844.t.influx,X77878.t.influx,X77838.t.influx,X77852.t.influx,X77879.t.influx,X77863.t.influx,X76629.t.influx,X77837.t.influx,X77856.t.influx,X77870.t.influx,X77867.t.influx,77808 _Population,77808 _0-14,77808 _15-39,77808 _40-59,77808 _60+,77808 _Pct.PublicTransport,77808 _Median_HouseHoldIncome,77808 _Pct.Household.w.Kids,77803 _Population,77803 _0-14,77803 _15-39,77803 _40-59,77803 _60+,77803 _Pct.PublicTransport,77803 _Median_HouseHoldIncome,77803 _Pct.Household.w.Kids,77802 _Population,77802 _0-14,77802 _15-39,77802 _40-59,77802 _60+,77802 _Pct.PublicTransport,77802 _Median_HouseHoldIncome,77802 _Pct.Household.w.Kids,77801 _Population,77801 _0-14,77801 _15-39,77801 _40-59,77801 _60+,77801 _Pct.PublicTransport,77801 _Median_HouseHoldIncome,77801 _Pct.Household.w.Kids,77845 _Population,77845 _0-14,77845 _15-39,77845 _40-59,77845 _60+,77845 _Pct.PublicTransport,77845 _Median_HouseHoldIncome,77845 _Pct.Household.w.Kids,77859 _Population,77859 _0-14,77859 _15-39,77859 _40-59,77859 _60+,77859 _Pct.PublicTransport,77859 _Median_HouseHoldIncome,77859 _Pct.Household.w.Kids,77836 _Population,77836 _0-14,77836 _15-39,77836 _40-59,77836 _60+,77836 _Pct.PublicTransport,77836 _Median_HouseHoldIncome,77836 _Pct.Household.w.Kids,77840 _Population,77840 _0-14,77840 _15-39,77840 _40-59,77840 _60+,77840 _Pct.PublicTransport,77840 _Median_HouseHoldIncome,77840 _Pct.Household.w.Kids,77807 _Population,77807 _0-14,77807 _15-39,77807 _40-59,77807 _60+,77807 _Pct.PublicTransport,77807 _Median_HouseHoldIncome,77807 _Pct.Household.w.Kids,77878 _Population,77878 _0-14,77878 _15-39,77878 _40-59,77878 _60+,77878 _Pct.PublicTransport,77878 _Median_HouseHoldIncome,77878 _Pct.Household.w.Kids,77879 _Population,77879 _0-14,77879 _15-39,77879 _40-59,77879 _60+,77879 _Pct.PublicTransport,77879 _Median_HouseHoldIncome,77879 _Pct.Household.w.Kids,76629 _Population,76629 _0-14,76629 _15-39,76629 _40-59,76629 _60+,76629 _Pct.PublicTransport,76629 _Median_HouseHoldIncome,76629 _Pct.Household.w.Kids,77837 _Population,77837 _0-14,77837 _15-39,77837 _40-59,77837 _60+,77837 _Pct.PublicTransport,77837 _Median_HouseHoldIncome,77837 _Pct.Household.w.Kids,77856 _Population,77856 _0-14,77856 _15-39,77856 _40-59,77856 _60+,77856 _Pct.PublicTransport,77856 _Median_HouseHoldIncome,77856 _Pct.Household.w.Kids,77867 _Population,77867 _0-14,77867 _15-39,77867 _40-59,77867 _60+,77867 _Pct.PublicTransport,77867 _Median_HouseHoldIncome,77867 _Pct.Household.w.Kids
10/25/20,55,-16,-7,18,-42,-33,9,-14,-9,37,-32,-32,10,-15,-7,30,-41,-33,10,-16,0,22,-30,-28,9,-19,-11,64,-6,-14,3,-22,-14,7,-37,-16,4,-17,-9,14,-35,-31,10,775,1614,4089,0,610,7746,563,5,748,11896,864,543,7,0,0,2,124,31,3,7,173,23,121,77,351,1,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
10/26/20,57,-14,-9,37,-32,-32,10,-15,-7,30,-41,-33,10,-16,0,22,-30,-28,9,-19,-11,64,-6,-14,3,-22,-14,7,-37,-16,4,-17,-9,14,-35,-31,10,-15,-7,20,-40,-31,10,1030,2308,5884,1,672,8787,654,6,986,11568,945,1265,26,6,2,0,246,99,1,2,210,13,296,47,551,10,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
10/27/20,54,-15,-7,30,-41,-33,10,-16,0,22,-30,-28,9,-19,-11,64,-6,-14,3,-22,-14,7,-37,-16,4,-17,-9,14,-35,-31,10,-15,-7,20,-40,-31,10,-15,-10,35,-32,-28,10,1012,2443,6210,2,720,9429,605,0,954,13088,934,1450,35,0,0,4,283,92,0,5,202,8,213,69,554,3,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
10/28/20,57,-16,0,22,-30,-28,9,-19,-11,64,-6,-14,3,-22,-14,7,-37,-16,4,-17,-9,14,-35,-31,10,-15,-7,20,-40,-31,10,-15,-10,35,-32,-28,10,-17,-10,30,-37,-32,11,1040,2475,6108,0,779,9035,594,2,990,13140,958,1270,31,0,0,1,265,103,0,2,226,12,159,50,583,12,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
10/29/20,61,-19,-11,64,-6,-14,3,-22,-14,7,-37,-16,4,-17,-9,14,-35,-31,10,-15,-7,20,-40,-31,10,-15,-10,35,-32,-28,10,-17,-10,30,-37,-32,11,-20,-2,-7,-29,-28,10,1154,2463,6409,0,860,10447,823,11,1224,14842,1032,1354,16,3,0,2,254,94,3,4,251,15,177,56,633,10,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
10/30/20,64,-22,-14,7,-37,-16,4,-17,-9,14,-35,-31,10,-15,-7,20,-40,-31,10,-15,-10,35,-32,-28,10,-17,-10,30,-37,-32,11,-20,-2,-7,-29,-28,10,-19,-10,49,-17,-12,3,1520,2942,7114,0,1060,10814,838,10,1185,18204,1377,1375,14,3,0,1,251,172,3,4,292,20,218,97,603,15,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
10/31/20,59,-17,-9,14,-35,-31,10,-15,-7,20,-40,-31,10,-15,-10,35,-32,-28,10,-17,-10,30,-37,-32,11,-20,-2,-7,-29,-28,10,-19,-10,49,-17,-12,3,-23,-12,-5,-35,-15,4,1121,2048,5776,0,1151,11129,665,8,1151,26689,1470,5223,10,2,1,0,469,68,6,3,262,23,149,102,618,18,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
11/1/20,64,-15,-7,20,-40,-31,10,-15,-10,35,-32,-28,10,-17,-10,30,-37,-32,11,-20,-2,-7,-29,-28,10,-19,-10,49,-17,-12,3,-23,-12,-5,-35,-15,4,-17,-11,-11,-31,-30,11,794,1732,4311,1,683,9046,579,10,713,14248,1012,739,4,0,0,0,120,37,3,7,216,19,100,75,309,3,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
11/2/20,73,-15,-10,35,-32,-28,10,-17,-10,30,-37,-32,11,-20,-2,-7,-29,-28,10,-19,-10,49,-17,-12,3,-23,-12,-5,-35,-15,4,-17,-11,-11,-31,-30,11,-14,-6,-15,-48,-31,10,1147,2361,6390,2,693,9690,603,8,1098,11889,1025,1288,33,6,0,1,300,87,5,5,258,11,202,60,548,10,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
11/3/20,67,-17,-10,30,-37,-32,11,-20,-2,-7,-29,-28,10,-19,-10,49,-17,-12,3,-23,-12,-5,-35,-15,4,-17,-11,-11,-31,-30,11,-14,-6,-15,-48,-31,10,-15,-11,-10,-39,-30,12,1138,2731,6384,0,859,10002,662,7,1311,12469,1028,1660,34,1,0,2,312,108,2,5,253,13,301,69,587,8,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
11/4/20,57,-20,-2,-7,-29,-28,10,-19,-10,49,-17,-12,3,-23,-12,-5,-35,-15,4,-17,-11,-11,-31,-30,11,-14,-6,-15,-48,-31,10,-15,-11,-10,-39,-30,12,-12,-5,10,-35,-32,10,1041,2337,6113,1,772,9713,610,7,1034,12149,987,1497,30,1,0,1,319,100,3,5,207,13,223,64,642,9,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
11/5/20,58,-19,-10,49,-17,-12,3,-23,-12,-5,-35,-15,4,-17,-11,-11,-31,-30,11,-14,-6,-15,-48,-31,10,-15,-11,-10,-39,-30,12,-12,-5,10,-35,-32,10,-12,6,23,-14,-26,8,1020,2278,5922,4,809,9618,613,6,1167,13047,978,1539,16,1,0,0,259,84,1,3,219,21,174,54,679,6,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
11/6/20,56,-23,-12,-5,-35,-15,4,-17,-11,-11,-31,-30,11,-14,-6,-15,-48,-31,10,-15,-11,-10,-39,-30,12,-12,-5,10,-35,-32,10,-12,6,23,-14,-26,8,-9,-4,67,-2,-12,1,1302,3107,6665,3,905,11654,745,7,1302,17530,1105,1163,16,1,0,1,233,122,2,5,264,25,313,97,608,36,0,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
11/7/20,55,-17,-11,-11,-31,-30,11,-14,-6,-15,-48,-31,10,-15,-11,-10,-39,-30,12,-12,-5,10,-35,-32,10,-12,6,23,-14,-26,8,-9,-4,67,-2,-12,1,-18,-10,1,-34,-14,3,944,2570,5384,3,774,10897,680,10,898,18326,877,655,4,0,0,0,150,60,0,4,290,19,121,127,435,18,1,"10,634",0.217039684,0.304212902,0.309855181,0.168892232,0,"$60,981 ",0.37,"30,252",0.268973952,0.399378553,0.229174931,0.102472564,0.01,"$34,420 ",0.49,"23,288",0.173608726,0.388354517,0.221616283,0.216420474,0.007,"$51,801 ",0.26,"15,449",0.199754029,0.6092951,0.139944333,0.051006538,0.05,"$23,162 ",0.26,"48,938",0.207078344,0.436307164,0.23339736,0.123217132,0.005,"$70,400 ",0.36,"6,981",0.226042114,0.319724968,0.264861768,0.18937115,0,"$35,625 ",0.37,"11,896",0.20637189,0.274125757,0.28866846,0.230833894,0,"$52,348 ",0.33,"56,171",0.070516815,0.830286091,0.060315821,0.038881273,0.085,"$19,011 ",0.12,"9,699",0.201051655,0.431693989,0.248273018,0.118981338,0,"$42,154 ",0.35,475,0.24,0.32,0.275789474,0.164210526,0,"$34,338 ",0.65,"4,670",0.159100642,0.249678801,0.308993576,0.282226981,0.004,"$41,368 ",0.25,"1,989",0.183006536,0.272498743,0.270990447,0.273504274,0,"$49,583 ",0.31,"1,587",0.183364839,0.269061122,0.270951481,0.276622558,0,"$22,904 ",0.29,"5,096",0.202119309,0.267072214,0.272370487,0.258437991,0,"$56,667 ",0.32,105,0.257142857,0.314285714,0.219047619,0.20952381,0,"$65,833 ",0.46
